trajectory_id,t,x,y,floorNumber
201902181020,0.0,2611.339649300733,4703.756535661291,0
201902181020,1.6159549999999996,2470.50335360811,4629.948437431974,0
201902181020,2.528585999999999,2436.970902252723,4589.689474761437,0
201902181020,3.216006,2416.851431439491,4529.301030755632,0
201902181020,5.048462000000001,2336.373548186564,4509.171549420363,0
201902181020,5.718488000000001,2255.8956649336355,4462.202759638069,0
201902181020,6.391715999999999,2202.243742765017,4408.5241427440205,0
201902181020,7.175142999999999,2202.243742765017,4354.845525849971,0
201902181020,9.974749,2175.417781680708,4294.457081844165,0
201902181020,11.048631999999998,2182.124271951785,4220.648983614848,0
201902181020,11.904905,2195.5372524939394,4140.131058273773,0
201902181020,12.744858,2188.830762222862,4059.613132932699,0
201902181020,13.512449,2148.591820596398,3979.0952075916257,0
201902181020,14.496568,2148.591820596398,3905.287109362308,0
201902181020,15.232173,2148.591820596398,3811.349529797721,0
201902181020,15.975179,2135.178840054244,3690.572641786111,0
201902181020,17.568457,2074.8204276145475,3630.184197780305,0
201902181020,18.59258,2041.287976259161,3549.666272439231,0
201902181020,21.687593,1987.6360540905423,3469.1483470981566,0
201902181020,24.679254,1907.1581708376143,3442.3090386511326,0
201902181020,26.736225,1779.7348556871452,3415.4697302041072,0
201902181020,27.98383,1726.0829335185267,3469.1483470981566,0
201902181020,30.952301,1732.789423789604,3368.5009404218144,0
201902181020,32.104187,1726.0829335185267,3287.98301508074,0
201902181020,33.072531999999995,1719.3764432474493,3227.5945710749347,0
201902181020,33.904,1719.3764432474493,3160.496299957373,0
201902181020,34.775887999999995,1739.4959140606816,3053.1390661692744,0
201902181020,35.479725,1739.4959140606816,2965.911313716444,0
201902181020,36.343659,1726.0829335185267,2878.683561263614,0
201902181020,37.144273,1726.0829335185267,2784.745981699028,0
201902181020,38.519588,1732.789423789604,2710.93788346971,0
201902181020,49.832585,1793.1478362293,2637.1297852403923,0
201902181020,50.680403,1853.506248668996,2576.741341234587,0
201902181020,51.360123,1920.571151379769,2516.352897228781,0
201902181020,52.023848,1987.6360540905423,2455.9644532229754,0
201902181020,53.224411,2054.7009568013154,2388.866182105414,0
201902181020,62.99946,2121.765859512089,2395.57600921717,0
201902181020,63.696169,2195.5372524939394,2435.834971887707,0
201902181020,64.319534,2276.015135746867,2449.25462611122,0
201902181020,64.98408500000001,2329.667057915486,2489.5135887817564,0
201902181020,72.864425,2356.493018999795,2415.7054905524387,0
201902181020,73.759893,2410.144941168414,2362.0268736583894,0
201902181020,74.599791,2457.090373065955,2288.2187754290712,0
201902181020,75.60779500000001,2416.851431439491,2187.571368752729,0
201902181020,76.54415,2329.667057915486,2113.763270523411,0
201902181020,77.400312,2222.363213578249,2086.9239620763865,0
201902181020,78.03882800000001,2148.591820596398,2046.6649994058496,0
201902181020,78.687385,2088.2334081567024,2006.406036735312,0
201902181020,79.663103,2041.287976259161,1979.566728288288,0
201902181020,127.663862,2081.526917885625,1885.6291487237013,0
201902181020,128.72866,2135.178840054244,1845.3701860531644,0
201902181020,130.240155,2148.591820596398,1758.1424336003342,0
201902181020,131.279631,2155.298310867476,1691.044162482773,0
201902181020,132.22302399999998,2148.591820596398,1617.2360642534547,0
201902181020,133.248348,2148.591820596398,1550.1377931358932,0
201902181020,134.263553,2195.5372524939394,1483.0395220183314,0
201902181020,135.37628999999998,2255.8956649336355,1456.200213571307,0
201902181020,136.575604,2309.547587102254,1415.9412509007698,0
201902181020,138.439763,2363.199509270873,1415.9412509007698,0
201902181020,139.59966699999998,2423.5579217105687,1355.552806894964,0
201902181020,142.91924799999998,2504.0358049634965,1335.4233255596955,0
201902181020,143.679906,2571.1007076742694,1315.2938442244272,0
201902181020,144.527909,2651.5785909271976,1295.1643628891588,0
201902181020,145.528306,2711.9370033668934,1295.1643628891588,0
201902181020,146.528369,2792.4148866198216,1288.4545357774025,0
201902181020,148.023046,2872.8927698727493,1295.1643628891588,0
201902181020,148.879875,2926.544692041368,1295.1643628891588,0
201902181020,150.135584,3020.4355558364505,1308.584017112671,0
201902181020,150.93535599999998,3094.206948818301,1301.8741900009147,0
201902181020,151.768591,3181.3913223423065,1301.8741900009147,0
201902181020,152.518968,3288.6951666795435,1301.8741900009147,0
201902181020,153.599013,3349.05357911924,1301.8741900009147,0
201902181020,154.37658299999998,3422.8249721010898,1308.584017112671,0
201902181020,156.99172,3489.889874811863,1322.0036713361833,0
201902181020,157.680567,3550.24828725156,1322.0036713361833,0
201902181020,164.648698,3510.009345625096,1368.9724611184763,0
201902181020,165.255824,3436.237952643245,1368.9724611184763,0
201902181020,165.942377,3436.237952643245,1415.9412509007698,0
201902181020,166.599587,3436.237952643245,1456.200213571307,0
201902181020,170.176672,3436.237952643245,1536.7181389123807,0
201902181020,171.103184,3436.237952643245,1597.1065829181864,0
201902181020,171.871009,3463.0639137275543,1637.3655455887233,0
201902181020,197.472527,3516.7158358961724,1637.3655455887233,0
201902181020,199.176588,3583.7807386069458,1590.39675580643,0
201902181020,200.031559,3610.606699691255,1550.1377931358932,0
201902181020,202.824354,3630.726170504487,1576.9771015829178,0
201902181020,203.697007,3677.671602402028,1617.2360642534547,0
201902181020,204.415462,3731.323524570647,1617.2360642534547,0
201902181020,205.088469,3784.975446739266,1664.2048540357478,0
201902181020,205.65635,3818.507898094653,1711.173643818041,0
201902181020,206.319616,3865.453329992194,1724.5932980415537,0
201902181020,206.855412,3919.105252160812,1764.8522607120906,0
201902181020,207.399472,3959.344193787276,1798.4013962708714,0
201902181020,208.095025,3999.583135413741,1831.950531829652,0
201902181020,208.615744,4019.702606226972,1858.7898402766768,0
